,numid,list,messageid,senderaliasid,senderalias,referenceid,recipaliasid,recipalias,datetime,subject,body,from_commit
10,666946,23,DM2PR02MB133870E39116A5743F71CD3EAA470@DM2PR02MB1338.namprd02.prod.outlook.com,25068,Go Yamamoto,1464792782.7490.219.camel@mimir.webthing.com,,,2016-06-01 10:46:15-07,Re: Multiple calls to /rps/accessnumber,"Hi Nick,

The unsuccessful calls are intentional.
The Javascript client attempts polling for WebOTT to be authenticated by th=
e user using the Mobile apps.
The calls will turn successful right after you authenticate the Access Numb=
er using the Mobile apps.

About the www-autentivate header, I think we need more information to repro=
duce it.
Accessing our sample Milagro MFA server (https://public.milagro.io/rps/acce=
ssnumber), I got the response header as shown below.

$ curl -v -X POST -d  ""{\""webOTT\"":\""428e2b2975e80e9f2119086c27ad34ea\""}"" h=
ttps://public.milagro.io/rps/accessnumber
(snip)
< HTTP/1.1 401 Unauthorized
< Date: Wed, 01 Jun 2016 17:27:39 GMT
< Server: TornadoServer/4.1
< Strict-Transport-Security: max-age=3D31536000; includeSubDomains
< Access-Control-Allow-Credentials: true
< Access-Control-Allow-Headers: Content-Type, Depth, User-Agent, X-File-Siz=
e, X-Requested-With, X-Requested-By, If-Modified-Since, X-File-Name, Cache-=
Control
< Access-Control-Allow-Methods: GET,PUT,POST,DELETE,OPTIONS
< Content-Length: 0
< Content-Type: text/html; charset=3DUTF-8
< Set-Cookie: mpindemo_session=3D05301611-977A-EA38-B168-CDE28221FEA9; Max-=
Age=3D14400; HttpOnly; Secure
<

Regards,
Go Yamamoto
________________________________________
From: Nick Kew <niq@apache.org>
Sent: Wednesday, June 1, 2016 7:53:02 AM
To: dev@milagro.incubator.apache.org
Subject: Multiple calls to /rps/accessnumber

I''ve been running some M-Pin sessions capturing
and looking at the traffic between the Miracl
Javascript client and Python RP server.

Among other things, I see repeated unsuccessful calls:

POST /rps/accessnumber HTTP/1.1^M
....
Content-Type: text/plain;charset=3DUTF-8^M
Cookie: mpindemo_session=3D""...""^M
^M
{""webOTT"":""13468f969413889e287a69ddc526fef6""}

(aside: that''s JSON being sent as text/plain)

Now the response to this is a 401, with other HTTP headers
whose legitimacy might be in question, and no body:

HTTP/1.1 401 Unauthorized^M
Server: TornadoServer/4.1^M
Www-Authenticate: Authenticate^M
[more]

I guess the ""Authenticate"" value to WWW-Authenticate is handled
by the Javascript, but shouldn''t the browser itself be presented
with something it knows?  Conventional values are Basic or Digest
(with appropriate parameters).

What I''m seeing is what looks like ""undefined"" browser behaviour
in response to an unknown WWW-Authenticate.  That is to say, the
browser sends off an identical request and receives an identical
reply, repeated many times while slower human interaction takes
place as I (successfully or otherwise) log in.

Also, at no point in the interaction is there a successful
call to /rps/accessnumber .  Always 401 as above.

How much of this is intentional, and why?

--
Nick Kew

________________________________
This email message is intended for the use of the person to whom it has bee=
n sent, and may contain information that is confidential or legally protect=
ed. If you are not the intended recipient or have received this message in =
error, you are not authorized to copy, distribute, or otherwise use this me=
ssage or its attachments. Please notify the sender immediately by return e-=
mail and permanently delete this message and any attachments. NTTI3 makes n=
o warranty that this email is error or virus free. Thank you.
________________________________

",f
11,26611,54,JIRA.13109971.1508245727000.668.1508355721741@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109971.1508245727000@Atlassian.JIRA,,,2017-10-18 12:42:01-07,"[jira] [Commented] (AIRFLOW-1722) Typo in
 airflow_scheduler_autorestart.sh log file name","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1722?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209887#comment-16209887 ] 

ASF subversion and git services commented on AIRFLOW-1722:
----------------------------------------------------------

Commit 97a2393f644ff438986843c04a47754a37ae0bc5 in incubator-airflow''s branch refs/heads/master from [~mschmoyer]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=97a2393 ]

[AIRFLOW-1722] Fix typo in scheduler autorestart output filename

Extra r in /tmp/airflow_scheduler_errors.txt has
been removed.

Closes #2693 from mschmo/AIRFLOW-1722


> Typo in airflow_scheduler_autorestart.sh log file name
> ------------------------------------------------------
>
>                 Key: AIRFLOW-1722
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1722
>             Project: Apache Airflow
>          Issue Type: Task
>            Reporter: Matthew Schmoyer
>            Assignee: Matthew Schmoyer
>            Priority: Trivial
>   Original Estimate: 1m
>  Remaining Estimate: 1m
>
> Rename `airflow_scheduler_errrors.txt` to `airflow_scheduler_errors.txt`



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
12,26612,54,JIRA.13109971.1508245727000.672.1508355721778@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109971.1508245727000@Atlassian.JIRA,,,2017-10-18 12:42:01-07,"[jira] [Commented] (AIRFLOW-1722) Typo in
 airflow_scheduler_autorestart.sh log file name","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1722?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209889#comment-16209889 ] 

ASF subversion and git services commented on AIRFLOW-1722:
----------------------------------------------------------

Commit fcc3c2f6e5860d5414752ace22160dbe19f68617 in incubator-airflow''s branch refs/heads/v1-9-test from [~mschmoyer]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=fcc3c2f ]

[AIRFLOW-1722] Fix typo in scheduler autorestart output filename

Extra r in /tmp/airflow_scheduler_errors.txt has
been removed.

Closes #2693 from mschmo/AIRFLOW-1722

(cherry picked from commit 97a2393f644ff438986843c04a47754a37ae0bc5)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Typo in airflow_scheduler_autorestart.sh log file name
> ------------------------------------------------------
>
>                 Key: AIRFLOW-1722
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1722
>             Project: Apache Airflow
>          Issue Type: Task
>            Reporter: Matthew Schmoyer
>            Assignee: Matthew Schmoyer
>            Priority: Trivial
>   Original Estimate: 1m
>  Remaining Estimate: 1m
>
> Rename `airflow_scheduler_errrors.txt` to `airflow_scheduler_errors.txt`



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
13,26613,54,JIRA.13109971.1508245727000.669.1508355721751@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109971.1508245727000@Atlassian.JIRA,,,2017-10-18 12:42:01-07,"[jira] [Commented] (AIRFLOW-1722) Typo in
 airflow_scheduler_autorestart.sh log file name","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1722?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209888#comment-16209888 ] 

ASF subversion and git services commented on AIRFLOW-1722:
----------------------------------------------------------

Commit 97a2393f644ff438986843c04a47754a37ae0bc5 in incubator-airflow''s branch refs/heads/master from [~mschmoyer]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=97a2393 ]

[AIRFLOW-1722] Fix typo in scheduler autorestart output filename

Extra r in /tmp/airflow_scheduler_errors.txt has
been removed.

Closes #2693 from mschmo/AIRFLOW-1722


> Typo in airflow_scheduler_autorestart.sh log file name
> ------------------------------------------------------
>
>                 Key: AIRFLOW-1722
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1722
>             Project: Apache Airflow
>          Issue Type: Task
>            Reporter: Matthew Schmoyer
>            Assignee: Matthew Schmoyer
>            Priority: Trivial
>   Original Estimate: 1m
>  Remaining Estimate: 1m
>
> Rename `airflow_scheduler_errrors.txt` to `airflow_scheduler_errors.txt`



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
14,26614,54,JIRA.13109971.1508245727000.674.1508355721795@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13109971.1508245727000@Atlassian.JIRA,,,2017-10-18 12:42:01-07,"[jira] [Commented] (AIRFLOW-1722) Typo in
 airflow_scheduler_autorestart.sh log file name","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1722?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209890#comment-16209890 ] 

ASF subversion and git services commented on AIRFLOW-1722:
----------------------------------------------------------

Commit fcc3c2f6e5860d5414752ace22160dbe19f68617 in incubator-airflow''s branch refs/heads/v1-9-test from [~mschmoyer]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=fcc3c2f ]

[AIRFLOW-1722] Fix typo in scheduler autorestart output filename

Extra r in /tmp/airflow_scheduler_errors.txt has
been removed.

Closes #2693 from mschmo/AIRFLOW-1722

(cherry picked from commit 97a2393f644ff438986843c04a47754a37ae0bc5)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Typo in airflow_scheduler_autorestart.sh log file name
> ------------------------------------------------------
>
>                 Key: AIRFLOW-1722
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1722
>             Project: Apache Airflow
>          Issue Type: Task
>            Reporter: Matthew Schmoyer
>            Assignee: Matthew Schmoyer
>            Priority: Trivial
>   Original Estimate: 1m
>  Remaining Estimate: 1m
>
> Rename `airflow_scheduler_errrors.txt` to `airflow_scheduler_errors.txt`



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
15,26615,54,JIRA.13107696.1507373278000.746.1508356260494@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13107696.1507373278000@Atlassian.JIRA,,,2017-10-18 12:51:00-07,"[jira] [Commented] (AIRFLOW-1692) Master cannot be checked out on
 windows","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1692?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209905#comment-16209905 ] 

ASF subversion and git services commented on AIRFLOW-1692:
----------------------------------------------------------

Commit 2da48568116f7382258e2678e20ee0f9573d653c in incubator-airflow''s branch refs/heads/master from root
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=2da4856 ]

[AIRFLOW-1692] Change test_views filename to support Windows

Closes #2673 from NielsZeilemaker/AIRFLOW-1692


> Master cannot be checked out on windows
> ---------------------------------------
>
>                 Key: AIRFLOW-1692
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1692
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>            Assignee: Niels Zeilemaker
>
> This file:
> /tests/www/test_logs/dag_for_testing_log_view/task_for_testing_log_view/2017-09-01T00:00:00/1.log
> Cannot be created on windows due to the colons in the directory name



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
16,26616,54,JIRA.13107696.1507373278000.751.1508356320530@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13107696.1507373278000@Atlassian.JIRA,,,2017-10-18 12:52:00-07,"[jira] [Commented] (AIRFLOW-1692) Master cannot be checked out on
 windows","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1692?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209906#comment-16209906 ] 

ASF subversion and git services commented on AIRFLOW-1692:
----------------------------------------------------------

Commit 31805e836a04700b5881705f58b33f32f2c8742a in incubator-airflow''s branch refs/heads/v1-9-test from root
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=31805e8 ]

[AIRFLOW-1692] Change test_views filename to support Windows

Closes #2673 from NielsZeilemaker/AIRFLOW-1692

(cherry picked from commit 2da48568116f7382258e2678e20ee0f9573d653c)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Master cannot be checked out on windows
> ---------------------------------------
>
>                 Key: AIRFLOW-1692
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1692
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>            Assignee: Niels Zeilemaker
>             Fix For: 1.9.0
>
>
> This file:
> /tests/www/test_logs/dag_for_testing_log_view/task_for_testing_log_view/2017-09-01T00:00:00/1.log
> Cannot be created on windows due to the colons in the directory name



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
17,26617,54,JIRA.13107696.1507373278000.754.1508356320574@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13107696.1507373278000@Atlassian.JIRA,,,2017-10-18 12:52:00-07,"[jira] [Commented] (AIRFLOW-1692) Master cannot be checked out on
 windows","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1692?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209907#comment-16209907 ] 

ASF subversion and git services commented on AIRFLOW-1692:
----------------------------------------------------------

Commit 31805e836a04700b5881705f58b33f32f2c8742a in incubator-airflow''s branch refs/heads/v1-9-test from root
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=31805e8 ]

[AIRFLOW-1692] Change test_views filename to support Windows

Closes #2673 from NielsZeilemaker/AIRFLOW-1692

(cherry picked from commit 2da48568116f7382258e2678e20ee0f9573d653c)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Master cannot be checked out on windows
> ---------------------------------------
>
>                 Key: AIRFLOW-1692
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1692
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>            Assignee: Niels Zeilemaker
>             Fix For: 1.9.0
>
>
> This file:
> /tests/www/test_logs/dag_for_testing_log_view/task_for_testing_log_view/2017-09-01T00:00:00/1.log
> Cannot be created on windows due to the colons in the directory name



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
18,26618,54,JIRA.13107696.1507373278000.758.1508356320631@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13107696.1507373278000@Atlassian.JIRA,,,2017-10-18 12:52:00-07,"[jira] [Resolved] (AIRFLOW-1692) Master cannot be checked out on
 windows","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1692?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1692.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2673
[https://github.com/apache/incubator-airflow/pull/2673]

> Master cannot be checked out on windows
> ---------------------------------------
>
>                 Key: AIRFLOW-1692
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1692
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Niels Zeilemaker
>            Assignee: Niels Zeilemaker
>             Fix For: 1.9.0
>
>
> This file:
> /tests/www/test_logs/dag_for_testing_log_view/task_for_testing_log_view/2017-09-01T00:00:00/1.log
> Cannot be created on windows due to the colons in the directory name



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
19,26619,54,JIRA.13107919.1507538960000.790.1508356500480@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13107919.1507538960000@Atlassian.JIRA,,,2017-10-18 12:55:00-07,"[jira] [Commented] (AIRFLOW-1694) Hive Hooks: Python 3 does not
 have an `itertools.izip` function","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1694?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16209916#comment-16209916 ] 

ASF subversion and git services commented on AIRFLOW-1694:
----------------------------------------------------------

Commit c6e5ae7c57224ceb52cbf8d15b3362afd3616053 in incubator-airflow''s branch refs/heads/v1-9-test from Yati Sagade
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=c6e5ae7 ]

[AIRFLOW-1694] Stop using itertools.izip

Itertools.zip does not exist in Python 3.

Closes #2674 from yati-sagade/fix-py3-zip

(cherry picked from commit 6110139a8fd7069c87e3c99b3976865576180f67)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Hive Hooks: Python 3 does not have an `itertools.izip` function
> ---------------------------------------------------------------
>
>                 Key: AIRFLOW-1694
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1694
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hive_hooks
>            Reporter: Yati
>             Fix For: 1.9.0
>
>
> In `hooks/hive_hooks.py`, we have a use of `itertools.izip()`, which would not work in Python 3, but the builtin `zip()` returns an iterator. `six.moves` can be used from either Python 2/3 to import such objects that have been moved around.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
20,26620,54,JIRA.13107919.1507538960000.796.1508356500543@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13107919.1507538960000@Atlassian.JIRA,,,2017-10-18 12:55:00-07,"[jira] [Resolved] (AIRFLOW-1694) Hive Hooks: Python 3 does not have
 an `itertools.izip` function","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1694?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1694.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2674
[https://github.com/apache/incubator-airflow/pull/2674]

> Hive Hooks: Python 3 does not have an `itertools.izip` function
> ---------------------------------------------------------------
>
>                 Key: AIRFLOW-1694
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1694
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hive_hooks
>            Reporter: Yati
>             Fix For: 1.9.0
>
>
> In `hooks/hive_hooks.py`, we have a use of `itertools.izip()`, which would not work in Python 3, but the builtin `zip()` returns an iterator. `six.moves` can be used from either Python 2/3 to import such objects that have been moved around.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
